0.00.129.994 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.233.478 W srv  llama_server: -----------------
0.00.233.489 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.233.489 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.233.489 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.233.490 W srv  llama_server: -----------------
0.00.236.801 I srv    load_model: loading model 'D:\assistenteeee\scripts\..\models\QwenPaw-Flash-9B.i1-Q4_K_M.gguf'
0.00.940.057 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 999, abort
1.04.181.266 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 49152, kv_unified = 'true'
1.04.322.396 I srv  llama_server: model loaded
1.04.331.464 I srv  llama_server: listening on http://127.0.0.1:8012
6.41.058.643 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
37.29.237.664 I slot print_timing: id  1 | task 17877 |       total time =   14814.25 ms /  4809 tokens
37.29.237.665 I slot print_timing: id  1 | task 17877 |    graphs reused =      17747
37.29.238.661 I slot      release: id  1 | task 17877 | stop processing: n_tokens = 9296, truncated = 0
37.29.290.661 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2205838782
37.29.290.993 I slot launch_slot_: id  0 | task 17951 | processing task, is_child = 0
37.35.226.493 I slot print_timing: id  0 | task 17951 | n_decoded =    100, tg =  24.64 t/s, tg_3s =  24.64 t/s
37.38.249.674 I slot print_timing: id  0 | task 17951 | n_decoded =    173, tg =  24.43 t/s, tg_3s =  24.15 t/s
37.41.278.785 I slot print_timing: id  0 | task 17951 | n_decoded =    246, tg =  24.33 t/s, tg_3s =  24.10 t/s
37.44.285.128 I slot print_timing: id  0 | task 17951 | n_decoded =    318, tg =  24.24 t/s, tg_3s =  23.95 t/s
37.47.322.114 I slot print_timing: id  0 | task 17951 | n_decoded =    392, tg =  24.27 t/s, tg_3s =  24.37 t/s
37.50.350.594 I slot print_timing: id  0 | task 17951 | n_decoded =    467, tg =  24.34 t/s, tg_3s =  24.76 t/s
37.53.385.549 I slot print_timing: id  0 | task 17951 | n_decoded =    547, tg =  24.62 t/s, tg_3s =  26.36 t/s
37.56.391.404 I slot print_timing: id  0 | task 17951 | n_decoded =    627, tg =  24.86 t/s, tg_3s =  26.61 t/s
37.59.349.688 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2217359630
37.59.388.719 I slot launch_slot_: id  3 | task 18661 | processing task, is_child = 0
38.00.417.928 W srv          stop: cancel task, id_task = 17951
38.00.894.420 I slot print_timing: id  0 | task 17951 | n_decoded =    707, tg =  23.78 t/s, tg_3s =  17.77 t/s
38.00.894.439 I slot      release: id  0 | task 17951 | stop processing: n_tokens = 1477, truncated = 0
38.04.712.127 I slot print_timing: id  3 | task 18661 | prompt processing, n_tokens =   2172, progress = 0.95, t =   5.32 s / 408.02 tokens per second
38.05.055.189 I slot print_timing: id  3 | task 18661 | prompt processing, n_tokens =   2684, progress = 1.00, t =   5.67 s / 473.68 tokens per second
38.10.260.529 I slot print_timing: id  3 | task 18661 | n_decoded =    100, tg =  25.51 t/s, tg_3s =  25.51 t/s
38.13.267.309 I slot print_timing: id  3 | task 18661 | n_decoded =    175, tg =  25.26 t/s, tg_3s =  24.94 t/s
38.16.300.788 I slot print_timing: id  3 | task 18661 | n_decoded =    251, tg =  25.20 t/s, tg_3s =  25.05 t/s
38.18.644.095 I slot print_timing: id  3 | task 18661 | prompt eval time =    6951.64 ms /  2688 tokens (    2.59 ms per token,   386.67 tokens per second)
38.18.644.106 I slot print_timing: id  3 | task 18661 |        eval time =   12303.57 ms /   309 tokens (   39.82 ms per token,    25.11 tokens per second)
38.18.644.108 I slot print_timing: id  3 | task 18661 |       total time =   19255.21 ms /  2997 tokens
38.18.644.109 I slot print_timing: id  3 | task 18661 |    graphs reused =      18755
38.18.646.387 I slot      release: id  3 | task 18661 | stop processing: n_tokens = 11709, truncated = 0
38.19.357.110 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.522
38.19.357.446 I slot launch_slot_: id  0 | task 18975 | processing task, is_child = 0
38.23.233.650 I slot print_timing: id  0 | task 18975 | n_decoded =    100, tg =  27.26 t/s, tg_3s =  27.26 t/s
38.26.262.299 I slot print_timing: id  0 | task 18975 | n_decoded =    181, tg =  27.03 t/s, tg_3s =  26.74 t/s
38.29.297.640 I slot print_timing: id  0 | task 18975 | n_decoded =    263, tg =  27.02 t/s, tg_3s =  27.02 t/s
38.32.308.724 I slot print_timing: id  0 | task 18975 | n_decoded =    344, tg =  26.99 t/s, tg_3s =  26.90 t/s
38.35.336.582 I slot print_timing: id  0 | task 18975 | n_decoded =    424, tg =  26.88 t/s, tg_3s =  26.42 t/s
38.38.367.399 I slot print_timing: id  0 | task 18975 | n_decoded =    505, tg =  26.86 t/s, tg_3s =  26.73 t/s
38.41.378.347 I slot print_timing: id  0 | task 18975 | n_decoded =    585, tg =  26.82 t/s, tg_3s =  26.57 t/s
38.44.380.865 I slot print_timing: id  0 | task 18975 | n_decoded =    665, tg =  26.80 t/s, tg_3s =  26.64 t/s
38.45.940.319 I slot print_timing: id  0 | task 18975 | prompt eval time =      82.16 ms /     4 tokens (   20.54 ms per token,    48.69 tokens per second)
38.45.940.332 I slot print_timing: id  0 | task 18975 |        eval time =   26375.19 ms /   706 tokens (   37.36 ms per token,    26.77 tokens per second)
38.45.940.334 I slot print_timing: id  0 | task 18975 |       total time =   26457.35 ms /   710 tokens
38.45.940.335 I slot print_timing: id  0 | task 18975 |    graphs reused =      19457
38.45.940.456 I slot      release: id  0 | task 18975 | stop processing: n_tokens = 1476, truncated = 0
38.46.140.412 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2230615956
38.46.140.636 I slot launch_slot_: id  2 | task 19682 | processing task, is_child = 0
38.51.185.247 I slot print_timing: id  2 | task 19682 | n_decoded =    100, tg =  26.94 t/s, tg_3s =  26.94 t/s
38.54.196.216 I slot print_timing: id  2 | task 19682 | n_decoded =    181, tg =  26.92 t/s, tg_3s =  26.90 t/s
38.57.212.901 I slot print_timing: id  2 | task 19682 | n_decoded =    262, tg =  26.90 t/s, tg_3s =  26.85 t/s
39.00.226.800 I slot print_timing: id  2 | task 19682 | n_decoded =    342, tg =  26.82 t/s, tg_3s =  26.54 t/s
39.03.249.020 I slot print_timing: id  2 | task 19682 | n_decoded =    423, tg =  26.81 t/s, tg_3s =  26.80 t/s
39.04.445.030 I slot print_timing: id  2 | task 19682 | prompt eval time =    1289.44 ms /   558 tokens (    2.31 ms per token,   432.75 tokens per second)
39.04.445.038 I slot print_timing: id  2 | task 19682 |        eval time =   16971.59 ms /   455 tokens (   37.30 ms per token,    26.81 tokens per second)
39.04.445.039 I slot print_timing: id  2 | task 19682 |       total time =   18261.03 ms /  1013 tokens
39.04.445.041 I slot print_timing: id  2 | task 19682 |    graphs reused =      19909
39.04.445.107 I slot      release: id  2 | task 19682 | stop processing: n_tokens = 1012, truncated = 0
39.04.476.591 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 2249113410
39.04.530.199 I slot launch_slot_: id  1 | task 20141 | processing task, is_child = 0
39.08.534.092 I slot print_timing: id  1 | task 20141 | n_decoded =    100, tg =  26.90 t/s, tg_3s =  26.90 t/s
39.10.590.985 I slot print_timing: id  1 | task 20141 | prompt eval time =     218.60 ms /    38 tokens (    5.75 ms per token,   173.84 tokens per second)
39.10.590.998 I slot print_timing: id  1 | task 20141 |        eval time =    5774.77 ms /   155 tokens (   37.26 ms per token,    26.84 tokens per second)
39.10.590.999 I slot print_timing: id  1 | task 20141 |       total time =    5993.36 ms /   193 tokens
39.10.591.000 I slot print_timing: id  1 | task 20141 |    graphs reused =      20062
39.10.591.033 I slot      release: id  1 | task 20141 | stop processing: n_tokens = 243, truncated = 0
164.48.654.191 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2298521135
164.49.208.051 I slot launch_slot_: id  3 | task 20299 | processing task, is_child = 0
164.54.975.281 I slot print_timing: id  3 | task 20299 | n_decoded =    100, tg =  25.41 t/s, tg_3s =  25.41 t/s
164.57.991.360 I slot print_timing: id  3 | task 20299 | n_decoded =    176, tg =  25.32 t/s, tg_3s =  25.20 t/s
165.01.016.715 I slot print_timing: id  3 | task 20299 | n_decoded =    253, tg =  25.36 t/s, tg_3s =  25.45 t/s
165.02.145.610 I slot print_timing: id  3 | task 20299 | prompt eval time =    1280.25 ms /   240 tokens (    5.33 ms per token,   187.46 tokens per second)
165.02.145.617 I slot print_timing: id  3 | task 20299 |        eval time =   11105.63 ms /   282 tokens (   39.38 ms per token,    25.39 tokens per second)
165.02.145.618 I slot print_timing: id  3 | task 20299 |       total time =   12385.88 ms /   522 tokens
165.02.146.043 I slot print_timing: id  3 | task 20299 |    graphs reused =      20341
165.02.148.884 I slot      release: id  3 | task 20299 | stop processing: n_tokens = 627, truncated = 0
165.02.716.036 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 2325815203
165.02.716.898 I slot launch_slot_: id  0 | task 20583 | processing task, is_child = 0
165.06.888.379 I slot print_timing: id  0 | task 20583 | n_decoded =    100, tg =  26.12 t/s, tg_3s =  26.12 t/s
165.08.016.389 I slot print_timing: id  0 | task 20583 | prompt eval time =     292.73 ms /    80 tokens (    3.66 ms per token,   273.29 tokens per second)
165.08.016.399 I slot print_timing: id  0 | task 20583 |        eval time =    4956.82 ms /   129 tokens (   38.42 ms per token,    26.02 tokens per second)
165.08.016.400 I slot print_timing: id  0 | task 20583 |       total time =    5249.55 ms /   209 tokens
165.08.016.401 I slot print_timing: id  0 | task 20583 |    graphs reused =      20468
165.08.016.534 I slot      release: id  0 | task 20583 | stop processing: n_tokens = 208, truncated = 0
196.32.005.133 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2344319849
196.32.006.575 I slot launch_slot_: id  2 | task 20718 | processing task, is_child = 0
196.37.198.590 I slot print_timing: id  2 | task 20718 | n_decoded =    100, tg =  25.50 t/s, tg_3s =  25.49 t/s
196.39.151.484 I slot print_timing: id  2 | task 20718 | prompt eval time =    1077.81 ms /   430 tokens (    2.51 ms per token,   398.96 tokens per second)
196.39.151.497 I slot print_timing: id  2 | task 20718 |        eval time =    5876.31 ms /   148 tokens (   39.70 ms per token,    25.19 tokens per second)
196.39.151.533 I slot print_timing: id  2 | task 20718 |       total time =    6954.11 ms /   578 tokens
196.39.151.538 I slot print_timing: id  2 | task 20718 |    graphs reused =      20613
196.39.154.794 I slot      release: id  2 | task 20718 | stop processing: n_tokens = 577, truncated = 0
196.40.581.543 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 2350465775
196.40.581.962 I slot launch_slot_: id  1 | task 20871 | processing task, is_child = 0
196.45.526.512 I slot print_timing: id  1 | task 20871 | n_decoded =    100, tg =  24.91 t/s, tg_3s =  24.91 t/s
196.48.548.504 I slot print_timing: id  1 | task 20871 | n_decoded =    171, tg =  24.30 t/s, tg_3s =  23.49 t/s
196.51.579.164 I slot print_timing: id  1 | task 20871 | n_decoded =    255, tg =  25.33 t/s, tg_3s =  27.72 t/s
196.53.743.403 I slot print_timing: id  1 | task 20871 | prompt eval time =     850.75 ms /   390 tokens (    2.18 ms per token,   458.42 tokens per second)
196.53.743.418 I slot print_timing: id  1 | task 20871 |        eval time =   12231.70 ms /   316 tokens (   38.71 ms per token,    25.83 tokens per second)
196.53.743.791 I slot print_timing: id  1 | task 20871 |       total time =   13082.45 ms /   706 tokens
196.53.743.801 I slot print_timing: id  1 | task 20871 |    graphs reused =      20926
196.53.746.759 I slot      release: id  1 | task 20871 | stop processing: n_tokens = 705, truncated = 0
206.18.754.868 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 9902023631
206.18.950.167 I slot launch_slot_: id  3 | task 21191 | processing task, is_child = 0
206.23.665.376 I slot print_timing: id  3 | task 21191 | n_decoded =    100, tg =  25.50 t/s, tg_3s =  25.50 t/s
206.25.638.524 I slot print_timing: id  3 | task 21191 | prompt eval time =     736.97 ms /   227 tokens (    3.25 ms per token,   308.02 tokens per second)
206.25.638.532 I slot print_timing: id  3 | task 21191 |        eval time =    5894.93 ms /   149 tokens (   39.56 ms per token,    25.28 tokens per second)
206.25.638.533 I slot print_timing: id  3 | task 21191 |       total time =    6631.90 ms /   376 tokens
206.25.638.534 I slot print_timing: id  3 | task 21191 |    graphs reused =      21073
206.25.638.581 I slot      release: id  3 | task 21191 | stop processing: n_tokens = 481, truncated = 0
206.26.306.828 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 9907891279
206.26.325.946 I slot launch_slot_: id  0 | task 21342 | processing task, is_child = 0
206.30.856.353 I slot print_timing: id  0 | task 21342 | n_decoded =    100, tg =  24.64 t/s, tg_3s =  24.64 t/s
206.33.878.983 I slot print_timing: id  0 | task 21342 | n_decoded =    176, tg =  24.85 t/s, tg_3s =  25.14 t/s
206.36.913.232 I slot print_timing: id  0 | task 21342 | n_decoded =    249, tg =  24.62 t/s, tg_3s =  24.06 t/s
206.39.933.759 I slot print_timing: id  0 | task 21342 | n_decoded =    323, tg =  24.59 t/s, tg_3s =  24.50 t/s
206.42.964.223 I slot print_timing: id  0 | task 21342 | n_decoded =    399, tg =  24.68 t/s, tg_3s =  25.07 t/s
206.45.971.589 I slot print_timing: id  0 | task 21342 | n_decoded =    478, tg =  24.93 t/s, tg_3s =  26.27 t/s
206.48.991.557 I slot print_timing: id  0 | task 21342 | n_decoded =    563, tg =  25.37 t/s, tg_3s =  28.15 t/s
206.49.419.697 I slot print_timing: id  0 | task 21342 | prompt eval time =     203.32 ms /    16 tokens (   12.71 ms per token,    78.69 tokens per second)
206.49.419.706 I slot print_timing: id  0 | task 21342 |        eval time =   22622.21 ms /   575 tokens (   39.34 ms per token,    25.42 tokens per second)
206.49.419.708 I slot print_timing: id  0 | task 21342 |       total time =   22825.53 ms /   591 tokens
206.49.419.709 I slot print_timing: id  0 | task 21342 |    graphs reused =      21645
206.49.419.738 I slot      release: id  0 | task 21342 | stop processing: n_tokens = 641, truncated = 0
217.54.354.828 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 11799029540
217.54.384.395 I slot launch_slot_: id  2 | task 21920 | processing task, is_child = 0
217.59.018.878 I slot print_timing: id  2 | task 21920 | n_decoded =    100, tg =  25.29 t/s, tg_3s =  25.29 t/s
217.59.670.307 I slot print_timing: id  2 | task 21920 | prompt eval time =     604.55 ms /   232 tokens (    2.61 ms per token,   383.76 tokens per second)
217.59.670.313 I slot print_timing: id  2 | task 21920 |        eval time =    4605.97 ms /   116 tokens (   39.71 ms per token,    25.18 tokens per second)
217.59.670.314 I slot print_timing: id  2 | task 21920 |       total time =    5210.52 ms /   348 tokens
217.59.670.315 I slot print_timing: id  2 | task 21920 |    graphs reused =      21759
217.59.670.928 I slot      release: id  2 | task 21920 | stop processing: n_tokens = 453, truncated = 0
218.00.156.906 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 11813621505
218.00.157.113 I slot launch_slot_: id  1 | task 22038 | processing task, is_child = 0
218.04.537.310 I slot print_timing: id  1 | task 22038 | n_decoded =    100, tg =  24.88 t/s, tg_3s =  24.88 t/s
218.07.569.773 I slot print_timing: id  1 | task 22038 | n_decoded =    174, tg =  24.67 t/s, tg_3s =  24.40 t/s
218.10.598.347 I slot print_timing: id  1 | task 22038 | n_decoded =    248, tg =  24.60 t/s, tg_3s =  24.43 t/s
218.13.615.001 I slot print_timing: id  1 | task 22038 | n_decoded =    324, tg =  24.74 t/s, tg_3s =  25.19 t/s
218.16.624.017 I slot print_timing: id  1 | task 22038 | n_decoded =    399, tg =  24.77 t/s, tg_3s =  24.93 t/s
218.19.636.445 I slot print_timing: id  1 | task 22038 | n_decoded =    474, tg =  24.79 t/s, tg_3s =  24.90 t/s
218.22.082.453 I slot print_timing: id  1 | task 22038 | prompt eval time =     291.82 ms /    72 tokens (    4.05 ms per token,   246.73 tokens per second)
218.22.082.469 I slot print_timing: id  1 | task 22038 |        eval time =   21564.65 ms /   535 tokens (   40.31 ms per token,    24.81 tokens per second)
218.22.082.471 I slot print_timing: id  1 | task 22038 |       total time =   21856.48 ms /   607 tokens
218.22.082.472 I slot print_timing: id  1 | task 22038 |    graphs reused =      22290
218.22.083.188 I slot      release: id  1 | task 22038 | stop processing: n_tokens = 606, truncated = 0
